,xi,A1,gamma1,Sigma_t,Sigma,d1,a,w_c,A2,gamma2,d2,kappa_ev,Epk,A3,gamma3,A4,gamma4,kappa_f,kappa_s
opt params,0.5220507778936899,0.00506889552176572,0.8319235930372594,0.3462855184952597,0.9543867109972592,-0.23677978584732975,0.7182151814274453,0.13003714911799735,0.0008738164231631973,1.0338129807047542,-0.32476314005441675,0.3253366424510012,0.004,3.7438029409665986e-06,0.7437793396108651,230.1420603622401,0.8626737924099214,0.15,0.128
