,A1,gamma1,Sigma_t,Sigma,d1,a,w_c,A2,gamma2,d2,kappa_ev,Epk,A3,gamma3,A4,gamma4,kappa_f,kappa_s,E_th,n
opt params,0.0040363233376111566,0.8078427222489794,0.3462855184952597,0.7713417458236536,-0.3287199103919881,0.7231808257400225,0.07364202088403751,0.0010606239806823224,1.1612466455667325,-0.6687887494381083,0.03272042625867291,0.49999999999999994,3.405869149362177e-06,0.49924274130975216,303.5928912380509,0.8548839865365916,0.15,0.128,94.41473235384275,2.3545186423921343
