,xi,A1,gamma1,Sigma_t,Sigma,d1,a,w_c,A2,gamma2,d2,kappa_ev,Epk,A3,gamma3,A4,gamma4,kappa_f,kappa_s
opt params,0.3871538171855468,0.06761726118118398,0.688259521892855,0.1251662640645514,0.6797086174321285,0.3145449125043672,0.9136781089134057,0.1677786898002792,0.029652076449530877,1.795261543898296,-0.505001184298568,0.1884253218969538,0.17507347888827873,3.596493649543815e-05,0.7723726768139466,2474.4128881244833,1.2317082119560543,0.15,0.128
