,A1,gamma1,Sigma_h,n_ang,d1,a,w_c,A2,gamma2,d2,kappa_ev,Epk,A3,gamma3,A4,gamma4,kappa_f,kappa_s,E_th,n
opt params,0.028456133331747516,0.743339305848289,0.0217669010431835,3.086825079703629,-0.3178529260655601,0.5159585252568071,0.3492389574946068,0.0015918571139998,0.90444902689715,-0.1905736186891524,0.308278351652505,0.004,5.172198692297071e-06,0.7376814615451892,300.097988960837,0.8561260665498801,0.15,0.128,102.17404838182227,2.1980529303268512
