,A1,gamma1,Sigma_t,Sigma,d1,a,w_c,A2,gamma2,d2,kappa2,Epk,A3,gamma3,kappa3,A4,gamma4,kappa4,E_th,n
opt params,0.006684540205902338,0.8368477990076677,0.3462855184952597,0.9538085378708218,-0.238486842263516,0.7215094401666043,0.13278473054992085,0.001106911006174507,1.0319078550567888,-0.30468834727575955,0.3253366424510012,0.004,3.106372825079963e-05,0.9480688001719163,3.101850815547069e-29,1817.2435171628015,1.1010662353158454,1.654206432090218e-29,102.17404838182229,2.1980529303268512
