,A1,gamma1,Sigma_t,Sigma,d1,a,w_c,A2,gamma2,d2,kappa_ev,Epk,A3,gamma3,A4,gamma4,kappa_f,kappa_s,E_th,n
opt params,0.2053138615090898,0.6997773114831848,0.1251662640645514,0.6850462151821509,0.22844535397778792,0.9136920613124602,0.18800597052593418,0.08302623448954585,1.7727450718344553,-0.46770327017264623,0.1884253218969538,0.13959498251433436,0.00015282425779135171,0.731462940345078,8628.245139777444,1.111986787189634,0.15,0.128,2003.109860756451,0.3793590831563198
