,xi,A1,gamma1,Sigma_t,Sigma,d1,a,w_c,A2,gamma2,d2,kappa2,Epk,A3,gamma3,kappa3,A4,gamma4,kappa4
opt params,0.4138462363967669,0.2663995972530324,0.7800026318580762,0.158360379429417,0.6881427232158265,0.0949059353525664,0.9268282092175424,0.1784223420058431,0.0065818230947679,1.845395548584456,-0.4230509405364309,0.0733900925035691,0.1516388765362042,8.622919089319698e-05,2.145400109668658,0.2381731162103713,2377.496080000001,1.834146361914793,0.0672644153489729
