,xi,A1,gamma1,Sigma_t,Sigma,d1,a,w_c,A2,gamma2,d2,kappa2,Epk,A3,gamma3,kappa3,A4,gamma4,kappa4
opt params,0.5649194389282303,0.0707866622674039,0.8237784730524502,0.3405409241655069,0.9471825542541764,-0.230863398443454,0.7112123634748854,0.1586699326272012,0.0005144410233407,0.9249787582413848,-0.3457306870670059,1.0349920519441973,0.004,7.1004341993079845e-06,0.9771316487705188,0.1717794065061642,368.5285286446326,1.1132090274311297,0.1224504791400087
