,A1,gamma1,Sigma_t,Sigma,d1,a,w_c,A2,gamma2,d2,kappa2,Epk,A3,gamma3,kappa3,A4,gamma4,kappa4,E_th,n
opt params,0.2588663284575545,0.7783919062587272,0.12516626406455142,0.8725807277941372,-0.023630779025277368,0.9552675928520892,0.19210018684469293,0.02067292878619318,1.2868427932331359,-0.6828624219728199,0.1884253218969538,0.004,1.1536179956645258e-12,0.0003443391388840529,5.632092156799154,46230.75802786199,1.7226134909924222,0.005699015409850033,2003.1098607564513,0.37935908315631983
