,A1,gamma1,Sigma,n_ang,d1,a,w_c,A2,gamma2,d2,kappa_ev,Epk,A3,gamma3,A4,gamma4,kappa_slow,E_th,n
opt params,0.0284561333317475,0.743339305848289,0.0217669010431835,3.086825079703629,-0.3178529260655601,0.5159585252568071,0.3492389574946068,0.0015918571139998,0.90444902689715,-0.1905736186891524,0.308278351652505,0.004,6.3780931388557255e-06,0.949366503652806,426.9062465414815,1.0884775789192016,0.1850824019955174,102.17404838182227,2.1980529303268512
