,A1,gamma1,Sigma_t,Sigma,d1,a,w_c,A2,gamma2,d2,kappa_ev,Epk,A3,gamma3,A4,gamma4,kappa_f,kappa_s,E_th,n
opt params,0.006659857606003952,0.8322929284913126,0.3462855184952597,0.9536631286071711,-0.2344054813629858,0.7170710680780042,0.13283009475085766,0.0011486771007918515,1.0337874545852115,-0.3255396593764959,0.3253366424510012,0.004,4.997039257033509e-06,0.7372642857594905,305.52545643102115,0.8574994222576448,0.15,0.128,101.94593381990879,2.2361975590317846
