,A1,gamma1,Sigma_t,Sigma,d1,a,w_c,A2,gamma2,d2,kappa_ev,Epk,A3,gamma3,A4,gamma4,kappa_f,kappa_s,E_th,n
opt params,0.0066845402059023,0.8368477990076677,0.3462855184952597,0.9538085378708218,-0.238486842263516,0.7215094401666043,0.1327847305499208,0.0011069110061745,1.0319078550567888,-0.3046883472757595,0.3253366424510012,0.004,5.172198692297071e-06,0.7376814615451892,300.097988960837,0.8561260665498801,0.15,0.128,102.17404838182227,2.1980529303268512
