,A1,gamma1,Sigma_h,theta_bar,d1,a,w_c,A2,gamma2,d2,kappa_ev,Epk,A3,gamma3,A4,gamma4,kappa,E_th,n
opt params,3.217774717627983,0.9035849785188486,0.0,16.307707367889716,-0.050551895661357,0.952822555017134,0.1950262779495929,0.0096827355877511,1.2962162099676635,-0.6424821685533537,0.1805402856795102,0.004,3.23128e-05,1.7803,2498.62904525102,1.7855783065530184,0.1264723332257396,194.88881445456553,0.963881495407092
